source_file,sentence,begin,end,annotator,_annotation,text,_sentence_text,annotation,text_spanish,_sentence_text_spanish
IT_30_sample.txt,IT_30_sample.txt_18959-19135,19086,19093,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=19086, end=19093, entitycategory=PERSON, sentimentcategory=2)",enemies,"But in a year she was once more in the hold of Florence and helping that republic fight her enemies the Pisans , and her other enemies under the Emperor Maximilian of Germany .",2,enemigos,"Pero al año siguiente, ella estaba una vez más en manos de Florencia y ayudando a esa república a luchar contra sus enemigos los Pisanos, y sus otros enemigos bajo el Emperador Maximiliano de Alemania."
IT_30_sample.txt,IT_30_sample.txt_20499-20715,20612,20620,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=20612, end=20620, entitycategory=ORGANISATION, sentimentcategory=3)",garrison,"No disaster worth recording befell the city till Bonaparte came with the Rights of Man in 1796 and left a French garrison , which evacuated the place the next year , after having levied a fine of two million francs .",3,guarnición,"Ningún desastre digno de ser registrado ocurrió en la ciudad hasta que Bonaparte llegó con los Derechos del Hombre en 1796 y dejó una guarnición francesa, la cual evacuó el lugar al año siguiente, después de imponer una multa de dos millones de francos."
IT_30_sample.txt,IT_30_sample.txt_20716-20919,20783,20789,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=20783, end=20789, entitycategory=PERSON, sentimentcategory=3)",troops,"The year after that Nelson occupied it with eight thousand English troops , and the following year the French reoccupied it and sacked the churches and imposed another fine nearly as great as the first .",3,tropas,"El año siguiente, Nelson la ocupó con ocho mil tropas inglesas, y al año siguiente los franceses la volvieron a ocupar y saquearon las iglesias e impusieron otra multa casi tan grande como la primera."
IT_30_sample.txt,IT_30_sample.txt_22001-22191,22072,22095,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=22072, end=22095, sentimentcategory=4)",generous mind and heart,"Guerrazzi , once famous as the first of Italian novelists and a man of generous mind and heart , who duly suffered arrest and imprisonment when the grand-duke was restored by the Austrians .",4,mente y corazón generosos,"Guerrazzi, una vez famoso como el primero de los novelistas italianos y un hombre de mente y corazón generosos, que sufrió arresto e imprisonment cuando el gran duque fue restaurado por los austriacos."
IT_30_sample.txt,IT_30_sample.txt_22500-22638,22561,22577,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=22561, end=22577, sentimentcategory=2)",very ineffective,"He died in 1873 , and is remembered in Leghorn by a monument very ineffective as a whole , but singularly interesting in certain details .",2,muy ineficaz,"Murió en 1873 y es recordado en Livorno por un monumento muy ineficaz en su conjunto, pero singularmente interesante en ciertos detalles."
IT_30_sample.txt,IT_30_sample.txt_22828-23387,23146,23155,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23146, end=23155, entitycategory=PERSON, sentimentcategory=3)",merchants,"Perhaps I have the more willingly suppressed a few war-like facts , in the interest of the superstition I had cherished that Leghorn was without a history , or that it had no more history than , most American cities of equal date with its commercial importance , which began with the wise hospitality of the Medici to merchants of all races and nations , religions and races , settled there , and especially to the Spanish Jews who came in great numbers to the city that it was a common saying that you had as well strike the duke as strike a Jew in Leghorn .",3,comerciantes,"Quizás he suprimido más voluntariamente algunos hechos belicosos, en interés de la superstición que había alimentado de que Livorno carecía de historia, o que tenía no más historia que la mayoría de las ciudades americanas de igual antigüedad con su importancia comercial, la cual comenzó con la sabia hospitalidad de los Medici hacia comerciantes de todas las razas y naciones, religiones y razas, que se establecieron allí, y especialmente hacia los judíos españoles que llegaron en gran número a la ciudad, tanto que era común decir que era igual de malo golpear al duque que golpear a un judío en Livorno."
IT_30_sample.txt,IT_30_sample.txt_22828-23387,23354,23358,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23354, end=23358, entitycategory=PERSON, sentimentcategory=3)",duke,"Perhaps I have the more willingly suppressed a few war-like facts , in the interest of the superstition I had cherished that Leghorn was without a history , or that it had no more history than , most American cities of equal date with its commercial importance , which began with the wise hospitality of the Medici to merchants of all races and nations , religions and races , settled there , and especially to the Spanish Jews who came in great numbers to the city that it was a common saying that you had as well strike the duke as strike a Jew in Leghorn .",3,duque,"Tal vez he suprimido más voluntariamente algunos hechos belicosos, en interés de la superstición que había alimentado de que Livorno no tenía historia, o que tenía no más historia que la mayoría de las ciudades americanas de igual antigüedad con su importancia comercial, la cual comenzó con la sabia hospitalidad de los Medici hacia comerciantes de todas las razas y naciones, religiones y razas, que se establecieron allí, y especialmente hacia los judíos españoles que llegaron en gran número a la ciudad, al punto de que era un dicho común que era igual de grave golpear al duque que golpear a un judío en Livorno."
IT_30_sample.txt,IT_30_sample.txt_23388-23521,23467,23474,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23467, end=23474, entitycategory=PERSON, sentimentcategory=3)",infidel,"Greeks , Turks , Armenians were protected equally with English and Dutch , and infidel and heretic were alike free in their worship .",3,infiel,"Griegos, turcos, armenios fueron protegidos igualmente que ingleses y holandeses, y infieles y herejes eran igualmente libres en su culto."
IT_30_sample.txt,IT_30_sample.txt_23657-23849,23825,23835,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=23825, end=23835, entitycategory=PERSON, sentimentcategory=3)",successors,"These captives not only served as models for the Moors at the base of his monument , but they must have been very useful in the different public works which he and his successors carried out .",3,sucesores,"Estos cautivos no solo sirvieron como modelos para los moros en la base de su monumento, sino que también debieron ser muy útiles en las diferentes obras públicas que él y sus sucesores llevaron a cabo."
IT_30_sample.txt,IT_30_sample.txt_24861-25161,24963,24971,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=24963, end=24971, sentimentcategory=4)",pleasant,"But , if I did not much resort to the churches and galleries in Leghorn , I roamed gladly through its pleasant streets and squares , and by the shores of the canals which once gave it the name of New Venice , and which still invite the smaller shipping up among its houses in right Venetian fashion .",4,agradable,"Pero, si no frecuentaba mucho las iglesias y galerías de Livorno, deambulaba con gusto por sus agradables calles y plazas, y por las orillas de los canales que una vez le dieron el nombre de Nueva Venecia, y que todavía invitan a los barcos más pequeños a navegar entre sus casas al estilo veneciano."
IT_30_sample.txt,IT_30_sample.txt_25770-25935,25802,25810,Eltine_Janssens,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=25802, end=25810, sentimentcategory=4)",pleasant,"But everywhere Leghorn seemed a pleasant place to live , and convenient , with lively shops and cafes and trams and open spaces , and statues and monuments in them .",4,agradable,"Pero en todas partes, Livorno parecía un lugar agradable para vivir, y conveniente, con tiendas animadas, cafeterías, tranvías y espacios abiertos, y estatuas y monumentos en ellos."
IT_30_sample.txt,IT_30_sample.txt_0-286,137,141,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=137, end=141, sentimentcategory=4)",soft,"Author: William Dean Howells
Title: William Dean Howells
Language: English
It was a heaven of better than absolute blue , for there were soft , white clouds in it , and the air that our Sunday breathed under it was , at the beginning of April , as bland as that of an American May-end .",4,suave,"Autor: William Dean Howells
Título: William Dean Howells
Idioma: Inglés
Era un cielo mejor que azul absoluto, porque había suaves nubes blancas en él, y el aire que nuestra domingo respiraba debajo de él era, a principios de abril, tan suave como el de un fin de mayo americano."
IT_30_sample.txt,IT_30_sample.txt_1244-1582,1269,1277,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=1269, end=1277, sentimentcategory=1)",wretched,"Now and then we passed a wretched hut which seemed to be the dwelling of the shepherds we saw tending the flocks , and here and there we came upon a group of farm buildings , all of straw , whether for man or beast , set within a sort of squalid court , with a frowzy suggestion of old women and children about the doors of the cottages .",1,miserable,"De vez en cuando pasábamos por una choza miserable que parecía ser la morada de los pastores que veíamos cuidando los rebaños, y aquí y allá nos topábamos con un grupo de edificaciones agrícolas, todas de paja, ya sea para humanos o animales, ubicadas dentro de una especie de patio sórdido, con una sugerencia desaliñada de ancianas y niños alrededor de las puertas de las cabañas."
IT_30_sample.txt,IT_30_sample.txt_1990-2197,2073,2088,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=2073, end=2088, sentimentcategory=4)",picturesqueness,"From our pleasant train we now patronized Civita Vecchia with a recognition of its picturesqueness , unvexed by the choice that then insisted on itself , though the harbor was as full of shipping as of old .",4,pintoresco,"Desde nuestro agradable tren ahora frecuentamos Civita Vecchia con un reconocimiento de su pintoresco, sin verse afectados por la elección que entonces se imponía, aunque el puerto estaba tan lleno de barcos como antes."
IT_30_sample.txt,IT_30_sample.txt_2198-2453,2426,2436,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=2426, end=2436, sentimentcategory=3)",sea-beaten,"There was time to run out for a cup of coffee at the station buffet , where there had been neither station nor buffet in our young time : but doubtless then as now there had been the lonely graveyard outside the town , with its sea-beaten , seaward wall .",3,golpeado por el mar,"Había tiempo para salir a tomar una taza de café en el bufé de la estación, donde no había ni estación ni bufé en nuestra juventud; pero sin duda entonces, como ahora, había el solitario cementerio fuera del pueblo, con su muro golpeado por el mar hacia el mar."
IT_30_sample.txt,IT_30_sample.txt_2454-2638,2509,2547,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=2509, end=2547, entitycategory=WEATHER, sentimentcategory=2)",sky that had changed from blue to gray,"We buried there the last of our Roman holidays under a sky that had changed from blue to gray since our journey began , and mournfully set out faces northward in the malarial Maremma .",2,cielo que había cambiado de azul a gris,"Enterramos allí el último de nuestras vacaciones romanas bajo un cielo que había cambiado de azul a gris desde que comenzó nuestro viaje, y tristemente pusimos rumbo hacia el norte en la Maremma malárica."
IT_30_sample.txt,IT_30_sample.txt_2708-2842,2732,2740,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=2732, end=2740, sentimentcategory=2)",hopeless,"There were stretches of hopeless morass , with wide acreages under water , but mostly , I should say , it was rather a hilly country .",2,desesperanzado,"Había extensiones de pantanos desesperanzados, con amplias áreas bajo el agua, pero en su mayoría, diría yo, era más bien un país montañoso."
IT_30_sample.txt,IT_30_sample.txt_2843-3047,2888,2895,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=2888, end=2895, sentimentcategory=2)",distant,"Now and then we ran by a stony old town on a distant summit like the outcropping of granite or marble , and there were frequent breadths of woodland , oak and pine and , I dare say , walnut and chestnut .",2,distante,"De vez en cuando corríamos junto a un antiguo pueblo de piedra en una cima distante, como la saliente de granito o mármol, y había frecuentes extensiones de bosque, roble y pino y, me atrevo a decir, nogal y castaño."
IT_30_sample.txt,IT_30_sample.txt_3225-3607,3241,3244,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=3241, end=3244, sentimentcategory=4)",new,"There were many new buildings of a good sort , and of wood as well as stone ; when we came to Grosetto , where we had spent a memorable night after being overturned in the Ombrone , in the attempt of our diligence to pass its flood , we were aware , in the evening light , of a prosperity which , if not excessive for the twoscore years that had passed , was still very noticeable .",4,nuevo,"Había muchos edificios nuevos de buena calidad, tanto de madera como de piedra; cuando llegamos a Grosetto, donde habíamos pasado una noche memorable después de volcar en el Ombrone, en el intento de nuestra diligencia por cruzar su inundación, nos dimos cuenta, a la luz de la tarde, de una prosperidad que, si bien no era excesiva para los cuarenta años que habían pasado, aún era muy notable."
IT_30_sample.txt,IT_30_sample.txt_3608-3944,3745,3753,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=3745, end=3753, sentimentcategory=4)",pleasant,"I should not quite say that the brick wall of the city had been scraped and scrubbed , but it looked very neat and new , and there was a pleasant suburb under it where the moat might have been , and people were coming and going who had almost the effect of commuters ; at least , they seemed to have come out to their homes by trolley .",4,agradable,"No debería decir exactamente que el muro de ladrillo de la ciudad había sido raspado y fregado, pero se veía muy ordenado y nuevo, y debajo había un agradable suburbio donde podría haber estado el foso, y la gente iba y venía con casi el efecto de los viajeros diarios; al menos, parecían haber regresado a sus hogares en tranvía."
IT_30_sample.txt,IT_30_sample.txt_3945-4370,4255,4260,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=4255, end=4260, sentimentcategory=2)",muddy,"We resisted an impulse to dismount and go up to the inn in the heart of the town where we had spent that `` night of memory and of sighs . '' But we searched the horizon round for the point on the highway where our diligence had failed of the track between the telegraph-poles and softly rolled with us in the muddy waters , like an elephant taking a bath , but , so far from finding it , we could not even find the highway .",2,fango,"Resistimos el impulso de desmontar y subir a la posada en el corazón del pueblo donde habíamos pasado esa ""noche de recuerdos y suspiros"". Pero buscamos en el horizonte el punto en la carretera donde nuestra diligencia había perdido la pista entre los postes de telégrafo y rodaba suavemente con nosotros en las aguas fangosas, como un elefante tomando un baño, pero, lejos de encontrarlo, ni siquiera pudimos encontrar la carretera."
IT_30_sample.txt,IT_30_sample.txt_5516-5768,5752,5758,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=5752, end=5758, sentimentcategory=1)",perish,"We were unable to make out just what sort , or to join in it without knowing , though it lasted well toward morning , and we were up often during the night to see that the fire did not die out of our one porcelain stove and leave us to perish of cold .",1,perecer,"No pudimos distinguir qué tipo era, ni unirnos a él sin saberlo, aunque duró hasta bien entrada la mañana, y nos levantamos varias veces durante la noche para asegurarnos de que el fuego no se apagaba en nuestra única estufa de porcelana y nos dejaba perecer de frío."
IT_30_sample.txt,IT_30_sample.txt_5769-6066,6012,6020,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=6012, end=6020, sentimentcategory=2)",obsolete,"In Leghorn the good Baedeker says that all the hotels are good , and this sweeping verdict may be true if taken in the sense that one is as good as another , but they are of the old Italian type which our winter in Rome had taught us to think obsolete ; now we found that it was only obsolescent .",2,obsoleto,"En Livorno, el buen Baedeker dice que todos los hoteles son buenos, y este veredicto general puede ser cierto si se toma en el sentido de que uno es tan bueno como otro, pero son del antiguo tipo italiano que nuestro invierno en Roma nos había enseñado a considerar obsoleto; ahora descubrimos que solo estaba obsolescente."
IT_30_sample.txt,IT_30_sample.txt_5769-6066,6053,6064,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=6053, end=6064, sentimentcategory=2)",obsolescent,"In Leghorn the good Baedeker says that all the hotels are good , and this sweeping verdict may be true if taken in the sense that one is as good as another , but they are of the old Italian type which our winter in Rome had taught us to think obsolete ; now we found that it was only obsolescent .",2,obsolescente,"En Livorno, el buen Baedeker dice que todos los hoteles son buenos, y este veredicto general puede ser cierto si se toma en el sentido de que uno es tan bueno como otro, pero son del antiguo tipo italiano que nuestro invierno en Roma nos había enseñado a considerar obsoleto; ahora descubrimos que solo estaba obsolescente."
IT_30_sample.txt,IT_30_sample.txt_6067-6427,6296,6302,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=6296, end=6302, sentimentcategory=4)",modern,"We had written to bespeak a room with fire in it , and this was well , for the hotel was otherwise heated only by the bodies of its frequenters , who , when filled with Chianti , might emit a sensible warmth ; though it was very modern in being lighted with electricity , and having a lift , in which , after a tepid supper , we were carried to our apartment .",4,moderno,"Habíamos escrito para reservar una habitación con fuego en ella, y esto estaba bien, ya que el hotel estaba calentado de otra manera solo por los cuerpos de sus visitantes frecuentes, quienes, cuando estaban llenos de Chianti, podían emitir un calor sensible; aunque era muy moderno al estar iluminado con electricidad y tener un ascensor, en el cual, después de una cena tibia, nos llevaron a nuestro apartamento."
IT_30_sample.txt,IT_30_sample.txt_11025-11430,11144,11148,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=11144, end=11148, sentimentcategory=4)",vast,"Those gentle people made themselves our friends ; there was nothing they would not do , or try to do , for us , in the vast , pink palace where we were never twenty guests together , and mostly eight or ten , with the run of a reading-room where there were the latest papers and periodicals from London and Paris , and with a kitchen whence we were served the best luncheons and dinners we ate in Europe .",4,vasto,"Esas personas amables se convirtieron en nuestros amigos; no había nada que no estuvieran dispuestos a hacer, o intentar hacer, por nosotros, en el vasto palacio rosa donde nunca éramos veinte invitados juntos, y la mayoría éramos ocho o diez, con acceso a una sala de lectura donde había los últimos periódicos y revistas de Londres y París, y con una cocina de la que nos servían los mejores almuerzos y cenas que comimos en Europa."
IT_30_sample.txt,IT_30_sample.txt_12035-12245,12228,12237,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=12228, end=12237, sentimentcategory=4)",sprouting,"Outside , the environment flattered or rewarded us with a garden of laurel and other evergreens , and with flower-beds where the annuals were beginning to show the gardener 's designs in their sprouting seeds .",4,brotando,"Fuera, el entorno nos halagaba o recompensaba con un jardín de laurel y otros árboles perennes, y con parterres donde las plantas anuales comenzaban a mostrar los diseños del jardinero en sus semillas brotando."
IT_30_sample.txt,IT_30_sample.txt_12246-12553,12259,12264,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=12259, end=12264, sentimentcategory=4)",ample,"Beyond these ample villa bounds a tram-car murmured to and from the well-removed city , and beyond its track lay a line of open-air theatres and variety shows and bathing establishments , as at our own Atlantic City , but here in enduring masonry instead of the provisional wood of our summer architecture .",4,amplio,"Más allá de los amplios límites de la villa, un tranvía murmuraba de ida y vuelta a la ciudad alejada, y más allá de su recorrido se encontraba una fila de teatros al aire libre, espectáculos de variedades y establecimientos de baños, como en nuestra propia Atlantic City, pero aquí en mampostería duradera en lugar de la madera provisional de nuestra arquitectura veraniega."
IT_30_sample.txt,IT_30_sample.txt_12246-12553,12476,12492,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=12476, end=12492, sentimentcategory=4)",enduring masonry,"Beyond these ample villa bounds a tram-car murmured to and from the well-removed city , and beyond its track lay a line of open-air theatres and variety shows and bathing establishments , as at our own Atlantic City , but here in enduring masonry instead of the provisional wood of our summer architecture .",4,mampostería duradera,"Más allá de los amplios límites de la villa, un tranvía murmuraba de ida y vuelta a la ciudad alejada, y más allá de su recorrido se encontraba una fila de teatros al aire libre, espectáculos de variedades y establecimientos de baños, como en nuestra propia Atlantic City, pero aquí en mampostería duradera en lugar de la madera provisional de nuestra arquitectura veraniega."
IT_30_sample.txt,IT_30_sample.txt_13245-13553,13337,13345,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=13337, end=13345, sentimentcategory=4)",colossal,"Hard by our hotel , in a piazza that seemed to have nothing to do but surround it , was the colossal bust of an Italian admiral , or the like , which had not the impressiveness of a colossal full-length figure , but which rendered the original with the faithful realism of the Genoese Campo Santo sculpture .",4,colosal,"Cerca de nuestro hotel, en una plaza que parecía no tener otra función que rodearlo, se encontraba el colosal busto de un almirante italiano, o algo similar, que no tenía la impresionante presencia de una figura colosal de cuerpo entero, pero que representaba al original con el fiel realismo de la escultura del Campo Santo genovés."
IT_30_sample.txt,IT_30_sample.txt_13992-14267,14161,14176,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=14161, end=14176, sentimentcategory=4)",splendid nudity,"In fact , it challenged the public attention and even homage as it extended the baton of command and triumphed over the four Moorish or Algerine corsairs who , in their splendid nudity , were chained to the several corners of the monument and owned themselves galley-slaves .",4,espléndida desnudez,"De hecho, desafió la atención del público e incluso el homenaje a medida que extendía el bastón de mando y triunfaba sobre los cuatro corsarios moros o argelinos que, en su espléndida desnudez, estaban encadenados a las esquinas del monumento y se reconocían como esclavos de galera."
IT_30_sample.txt,IT_30_sample.txt_15250-15504,15369,15381,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=15369, end=15381, sentimentcategory=4)",noble origin,"The old port , with the fortifications , was the work of a natural son of Queen Elizabeth 's Earl of Leicester , whose noble origin was so constantly recognized by the Tuscan grand-dukes that he came at last to be accepted as Lord Dudley by the English .",4,origen noble,"El antiguo puerto, con las fortificaciones, fue obra de un hijo natural del conde de Leicester de la reina Isabel, cuyo origen noble fue tan constantemente reconocido por los grandes duques toscanos que finalmente llegó a ser aceptado como Lord Dudley por los ingleses."
IT_30_sample.txt,IT_30_sample.txt_15505-15629,15547,15557,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=15547, end=15557, sentimentcategory=4)",prosperity,"From his day , if not from his work , the prosperity of Leghorn began , and the English have always had a great part in it .",4,prosperidad,"Desde su día, si no desde su trabajo, comenzó la prosperidad de Livorno, y los ingleses siempre han tenido una gran parte en ello."
IT_30_sample.txt,IT_30_sample.txt_16254-16366,16269,16277,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=16269, end=16277, sentimentcategory=4)",charming,"Any seaport is charming and full of romantic interest , but an Italian port has always a prime picturesqueness .",4,encantador,"Cualquier puerto marítimo es encantador y lleno de interés romántico, pero un puerto italiano siempre tiene una pintoresquismo primordial."
IT_30_sample.txt,IT_30_sample.txt_16254-16366,16282,16307,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=16282, end=16307, sentimentcategory=4)",full of romantic interest,"Any seaport is charming and full of romantic interest , but an Italian port has always a prime picturesqueness .",4,lleno de interés romántico,"Cualquier puerto marítimo es encantador y lleno de interés romántico, pero un puerto italiano siempre tiene una pintoresquismo primordial."
IT_30_sample.txt,IT_30_sample.txt_16626-16916,16708,16718,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=16708, end=16718, sentimentcategory=4)",prosperity,"Leghorn is still in her lusty youth , being not much older than our Boston in the prosperity which has not failed her since the Medici divined her importance toward the close of the sixteenth century , and fortified her harbor till she was one of the strongest places on the Mediterranean .",4,prosperidad,"Leghorn todavía está en su juventud vigorosa, no siendo mucho más antigua que nuestra Boston en la prosperidad que no le ha fallado desde que los Medici adivinaron su importancia hacia finales del siglo XVI, y fortificaron su puerto hasta convertirla en uno de los lugares más fuertes del Mediterráneo."
IT_30_sample.txt,IT_30_sample.txt_17866-18047,18027,18031,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=18027, end=18031, sentimentcategory=2)",poor,"Then , in the last years of the thirteenth century , the Florentines , Lucchese , and Genoese devastated the whole territory of Pisa , and left Leghorn only one poor little church .",2,pobre,"Entonces, en los últimos años del siglo XIII, los florentinos, luccheses y genoveses devastaron todo el territorio de Pisa, y dejaron Livorno solo con una pobre iglesia."
IT_30_sample.txt,IT_30_sample.txt_22001-22191,22018,22024,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=22018, end=22024, sentimentcategory=4)",famous,"Guerrazzi , once famous as the first of Italian novelists and a man of generous mind and heart , who duly suffered arrest and imprisonment when the grand-duke was restored by the Austrians .",4,famoso,"Guerrazzi, una vez famoso como el primero de los novelistas italianos y un hombre de mente y corazón generosos, que sufrió arresto e imprisonment cuando el gran duque fue restaurado por los austriacos."
IT_30_sample.txt,IT_30_sample.txt_22001-22191,22072,22095,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=22072, end=22095, sentimentcategory=4)",generous mind and heart,"Guerrazzi , once famous as the first of Italian novelists and a man of generous mind and heart , who duly suffered arrest and imprisonment when the grand-duke was restored by the Austrians .",4,mente y corazón generosos,"Guerrazzi, una vez famoso como el primero de los novelistas italianos y un hombre de mente y corazón generosos, que sufrió arresto e imprisonment cuando el gran duque fue restaurado por los austriacos."
IT_30_sample.txt,IT_30_sample.txt_22500-22638,22595,22617,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=22595, end=22617, sentimentcategory=4)",singularly interesting,"He died in 1873 , and is remembered in Leghorn by a monument very ineffective as a whole , but singularly interesting in certain details .",4,singularmente interesante,"Murió en 1873, y es recordado en Livorno por un monumento muy ineficaz en su conjunto, pero singularmente interesante en ciertos detalles."
IT_30_sample.txt,IT_30_sample.txt_24861-25161,24963,24971,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=24963, end=24971, sentimentcategory=4)",pleasant,"But , if I did not much resort to the churches and galleries in Leghorn , I roamed gladly through its pleasant streets and squares , and by the shores of the canals which once gave it the name of New Venice , and which still invite the smaller shipping up among its houses in right Venetian fashion .",4,agradable,"Pero, si no frecuentaba mucho las iglesias y galerías de Livorno, deambulaba con gusto por sus agradables calles y plazas, y por las orillas de los canales que una vez le dieron el nombre de Nueva Venecia, y que todavía invitan a los barcos más pequeños a navegar entre sus casas al estilo veneciano."
IT_30_sample.txt,IT_30_sample.txt_25538-25769,25547,25552,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=25547, end=25552, sentimentcategory=4)",force,"From the force of the mid-April sun in these streets I realized what they might be in summer , and , if I lived in Leghorn , I would rather live on the sea-front , in one of the comfortable , square , stone villas which border it .",4,fuerza,"De la fuerza del sol de mediados de abril en estas calles me di cuenta de lo que podrían ser en verano, y, si viviera en Livorno, preferiría vivir en el paseo marítimo, en una de las cómodas villas cuadradas de piedra que lo bordean."
IT_30_sample.txt,IT_30_sample.txt_25770-25935,25802,25810,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=25802, end=25810, sentimentcategory=4)",pleasant,"But everywhere Leghorn seemed a pleasant place to live , and convenient , with lively shops and cafes and trams and open spaces , and statues and monuments in them .",4,agradable,"Pero en todas partes, Livorno parecía un lugar agradable para vivir, y conveniente, con tiendas animadas y cafeterías y tranvías y espacios abiertos, y estatuas y monumentos en ellos."
IT_30_sample.txt,IT_30_sample.txt_25936-26109,26088,26097,Fred_Bondue,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=26088, end=26097, sentimentcategory=4)",patriotic,"The city , I understood , is of somewhat radical politics , tending from clericalism to socialism ; and , like every other Italian city , it is full of patriotic monuments .",4,patriótico,"La ciudad, entendí, tiene una política algo radical, que va desde el clericalismo hasta el socialismo; y, al igual que cualquier otra ciudad italiana, está llena de monumentos patrióticos."
BHL_789_sample_German_20.0.txt,BHL_789_sample_German_20.0.txt_1933-2112,1978,1986,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=1978, end=1986, sentimentcategory=1)",grössten,"Mein Dolmetscher , welcher glaubte einen der grössten Bären gehört zu haben , erschrack so über diesen Laut , dass er die Flucht ergreifen wollte , bis er von mir beruhigt wurde .",1,más grande,"Mi intérprete, que creía haber escuchado a uno de los osos más grandes, se asustó tanto por este sonido que quiso huir, hasta que lo calmé."
BHL_789_sample_German_20.0.txt,BHL_789_sample_German_20.0.txt_3949-4146,3955,3962,Florian_Debaene,"w.c.Emotions_Entities(ASP_SENT_NULL=SENTIMENT, begin=3955, end=3962, sentimentcategory=4)",hübsche,"Diese hübsche Zwergmöve sah ich in grossen Colo- nien an verschiedenen Stellen auf der an Seen und Inseln reichen , rechten Seite des Canals , welcher von Schlüssel- burg nach Novaja Ladoga führt .",4,bonita,"Esta bonita gaviota enana la vi en grandes colonias en varios lugares a lo largo del lado derecho del canal que va de Schlüsselburg a Novaya Ladoga, rico en lagos e islas."
